ID,MonthlyIncome
871,5653.929980476745
872,2791.9995797475945
873,12832.38703302823
874,2582.275986896204
875,2641.012469546433
876,4455.146215917157
877,5689.315706038077
878,2494.1712629208605
879,3148.564379224558
880,12763.870113877725
881,10563.788045724237
882,2641.012469546433
883,5618.544254915414
884,5583.158529354082
885,5760.08715716074
886,5612.5993122429545
887,5786.194431454309
888,5767.376370264602
889,4625.468088471269
890,2724.4528639885484
891,5081.046736911388
892,9025.915423592158
893,9025.915423592158
894,5618.544254915414
895,10620.267338522875
896,9463.216941910992
897,9187.79675223764
898,16406.256618852098
899,5760.08715716074
900,2863.3125396429873
901,2611.6442282213184
902,5795.472882722072
903,6043.172961651393
904,2670.3807108715478
905,16641.738971193612
906,5547.772803792751
907,9979.489988499321
908,5818.9687229384845
909,2494.1712629208605
910,2506.747740166024
911,19261.398769603675
912,2772.6225446082008
913,2641.012469546433
914,11597.79482692265
915,5818.9687229384845
916,5015.848995009346
917,2649.373659956809
918,5583.158529354082
919,2492.822166817558
920,2787.853676172005
921,2664.9843264583374
922,2464.803021595746
923,4703.544269778884
924,4813.482481416651
925,17112.703675876637
926,2729.1171935217767
927,5760.08715716074
928,13080.663037929797
929,2464.803021595746
930,2670.3807108715478
931,5937.015784967398
932,10689.056241308643
933,9106.856087914899
934,2523.539504245975
935,2464.803021595746
936,2552.9077455710894
937,9659.101313487543
938,10046.100690522744
939,4755.86357227535
940,2492.822166817558
941,2875.9584001473495
942,9187.79675223764
943,10563.788045724237
944,5612.5993122429545
945,2435.4347802706316
946,5613.483281496634
947,2492.822166817558
948,2649.373659956809
949,2820.792225227854
950,5689.315706038077
951,3148.564379224558
952,5689.315706038077
953,5682.567741479704
954,2611.6442282213184
955,4703.544269778884
956,8173.971215422478
957,11891.899227793292
958,2729.1171935217767
959,9997.20339546505
960,19801.962543925503
961,2863.3125396429873
962,5081.046736911388
963,5855.278891437379
964,4694.932997390498
965,2578.060700061417
966,19405.54910942283
967,2791.9995797475945
968,9106.856087914899
969,16924.317794003426
970,2582.275986896204
971,5653.929980476745
972,5751.6522014627735
973,2582.275986896204
974,2506.747740166024
975,5664.191664916837
976,2720.686619852202
977,6062.532271386589
978,2863.3125396429873
979,9948.953399087452
980,19110.623952566068
981,2779.7590995521905
982,9511.559409528603
983,2611.6442282213184
984,2722.3717130052637
985,5689.315706038077
986,3005.9384594337726
987,2506.747740166024
988,5653.929980476745
989,10337.542564828622
990,2649.373659956809
991,4635.65825537742
992,2791.9995797475945
993,4694.932997390498
994,5583.158529354082
995,5618.544254915414
996,4828.126497750025
997,2649.373659956809
998,16882.258372455603
999,9268.737416560381
1000,2464.803021595746
1001,4457.834029338188
1002,5155.944721118406
1003,5044.915274174049
1004,6438.076955025077
1005,3148.564379224558
1006,5724.701431599409
1007,2550.2095533644842
1008,5751.6522014627735
1009,19208.471536065907
1010,4755.488432431977
1011,9948.953399087452
1012,4972.652348699376
1013,5866.244333844735
1014,4547.391907163653
1015,5724.701431599409
1016,2670.3807108715478
1017,2729.1171935217767
1018,9106.856087914899
1019,9268.737416560381
1020,2435.4347802706316
1021,5724.701431599409
1022,5653.929980476745
1023,5153.309662386062
1024,10299.878663511097
1025,16406.256618852098
1026,19045.39223023284
1027,4872.7572234297295
1028,5583.158529354082
1029,5547.772803792751
1030,7968.174166647461
1031,5547.772803792751
1032,2917.1315864671597
1033,10449.895561646528
1034,2506.747740166024
1035,4547.391907163653
1036,2506.747740166024
1037,5618.544254915414
1038,8077.932592660802
1039,10449.895561646528
1040,5786.194431454309
1041,2611.6442282213184
1042,2863.3125396429873
1043,9106.856087914899
1044,6043.172961651393
1045,2791.9995797475945
1046,2464.803021595746
1047,5767.376370264602
1048,11126.31691517477
1049,3005.9384594337726
1050,5653.929980476745
1051,11600.457353487416
1052,2670.3807108715478
1053,5682.567741479704
1054,2863.3125396429873
1055,2863.3125396429873
1056,2611.6442282213184
1057,5715.7840175907195
1058,16453.3530893204
1059,4280.009803298957
1060,2863.3125396429873
1061,4936.520885962037
1062,5870.561075612368
1063,5924.3633514204485
1064,2607.5969399114106
1065,5820.736661445844
1066,2582.275986896204
1067,3861.693978178484
1068,19436.7825642322
1069,5583.158529354082
1070,2664.9843264583374
1071,2722.3717130052637
1072,6076.930486307898
1073,2550.2095533644842
1074,5751.6522014627735
1075,5618.544254915414
1076,16735.931912130218
1077,19208.471536065907
1078,4625.468088471269
1079,5044.915274174049
1080,4719.732109538013
1081,3005.9384594337726
1082,2720.686619852202
1083,2492.822166817558
1084,5937.015784967398
1085,9268.922359040409
1086,9916.26273114231
1087,5618.544254915414
1088,2863.3125396429873
1089,2863.3125396429873
1090,5618.544254915414
1091,5653.929980476745
1092,5937.015784967398
1093,10689.056241308643
1094,5653.929980476745
1095,5613.483281496634
1096,5818.9687229384845
1097,3647.7550984923064
1098,2724.4528639885484
1099,2670.3807108715478
1100,5922.153428286249
1101,19045.39223023284
1102,5689.315706038077
1103,5866.244333844735
1104,11130.372695983424
1105,3005.9384594337726
1106,3005.9384594337726
1107,3077.2514193291654
1108,4813.482481416651
1109,5653.929980476745
1110,5618.544254915414
1111,5924.3633514204485
1112,11597.79482692265
1113,11833.533782796589
1114,6043.172961651393
1115,10299.878663511097
1116,3005.9384594337726
1117,6334.89224967731
1118,4625.468088471269
1119,10219.781494758154
1120,2894.5338726460436
1121,9916.26273114231
1122,16688.835441661915
1123,5044.915274174049
1124,16453.3530893204
1125,2578.060700061417
1126,2492.822166817558
1127,2611.6442282213184
1128,4703.544269778884
1129,16453.3530893204
1130,2552.9077455710894
1131,10449.895561646528
1132,16406.256618852098
1133,5751.6522014627735
1134,2552.9077455710894
1135,2729.1171935217767
1136,2611.6442282213184
1137,2934.6948827975784
1138,5760.08715716074
1139,9673.440738174086
1140,16124.485458608437
1141,5751.6522014627735
1142,5760.08715716074
1143,10460.073001016986
1144,5547.772803792751
1145,4576.383513364342
1146,5689.315706038077
1147,4937.772813701731
1148,2552.9077455710894
1149,2649.373659956809
1150,5786.194431454309
1151,2720.686619852202
1152,5689.315706038077
1153,4683.600646800676
1154,2464.803021595746
1155,6231.707544329545
1156,13137.779089311189
1157,2722.3717130052637
1158,4864.257960487363
1159,2720.686619852202
1160,5767.376370264602
1161,2863.3125396429873
1162,9268.922359040409
1163,2758.4854348468907
1164,9463.216941910992
1165,3005.9384594337726
1166,2494.1712629208605
1167,9418.80980722871
1168,5618.544254915414
1169,2863.3125396429873
1170,3005.9384594337726
